book_id,book_name,book_name_short,testament,chapter,verse,verse_text
MAT,Evangelio Segun Mateo,Mateo,NT,2,11,"Nan a drenta paden i a haña e yu ku su mama Maria. Nan a kai na rudia duna e yu homenahe i a saka nan regalo, esta oro, mira i sensia, presentá n'E."
MAT,Evangelio Segun Mateo,Mateo,NT,2,12,"Despues e sabionan a bai nan tera bèk via un otro ruta, pasobra Dios a atvertí nan den soño pa no pasa mas serka Heródes."
MAT,Evangelio Segun Mateo,Mateo,NT,2,13,"Ora e sabionan a kaba di bai, un angel di Señor a aparesé den soño na Hosé i a bis'é: ‘Lanta ariba, kohe e yu ku su mama hui bai Egipto ku nan; keda aya te ora mi bisa bo pasobra Heródes tin idea di laga buska e yu pa kaba kunÉ.’"
MAT,Evangelio Segun Mateo,Mateo,NT,2,14,"E ora ei Hosé a lanta, kohe e yu ku su mama i a biaha pa Egipto ku nan."
MAT,Evangelio Segun Mateo,Mateo,NT,2,15,Nan a keda aya te dia Heródes a muri. E kosnan akí a sosodé pa asina e palabranan ku Señor a bisa via di e profeta keda kumplí: ‘For di Egipto Mi a yama mi yu.’
MAT,Evangelio Segun Mateo,Mateo,NT,2,16,"Asina Heródes a realisá ku e sabionan a nèk e, el a bira mashá furioso i a manda mata tur mucha hòmber di Betlehèm i bisindario ku tabatin dos aña òf ménos. E edat akí tabata kuadra ku e tempu ku e sabionan a bis'é ku nan a mira e strea aparesé."
MAT,Evangelio Segun Mateo,Mateo,NT,2,17,Asina e palabranan akí di profeta Yeremías a keda kumplí:
MAT,Evangelio Segun Mateo,Mateo,NT,2,18,‘A tende boroto den Rama; yoramentu i lamentashon pisá. Raquel ta yora pa su yunan i e no ke konsuelo. Pasobra su yunan no t'ei mas.’
MAT,Evangelio Segun Mateo,Mateo,NT,2,19,Despues di morto di Heródes un angel di Señor a aparesé den soño na Hosé
MAT,Evangelio Segun Mateo,Mateo,NT,2,20,"i bis'é: ‘Lanta ariba, kohe e yu ku su mama bai Israel bèk ku nan. Esnan ku tabata buska mod'i mat'É ta morto.’"
MAT,Evangelio Segun Mateo,Mateo,NT,2,21,"Hosé a lanta, kohe e yu ku su mama i bai Israel bèk."
MAT,Evangelio Segun Mateo,Mateo,NT,2,22,"Ma ora el a tende ku Arkelao a bira rei di Hudea na lugá di su tata Heródes, el a haña miedu di bai einan. Despues di a haña instrukshon den soño, el a biaha pa region di Galilea"
MAT,Evangelio Segun Mateo,Mateo,NT,2,23,"kaminda el a bai biba den un siudat yamá Nazarèt. Asina ei e palabranan di e profetanan a keda kumplí, esta: ‘Lo yam'É nazareo.’"
MAT,Evangelio Segun Mateo,Mateo,NT,3,1,Den e dianan ei Huan Boutista a bini desierto di Hudea pa prediká
MAT,Evangelio Segun Mateo,Mateo,NT,3,2,"i el a bisa: ‘Bira lomba pa piká, pasobra reino di shelu ta serka.’"
MAT,Evangelio Segun Mateo,Mateo,NT,3,3,"E tabata e hòmber di ken profeta Isaías a bisa: ‘Un hende ta grita den desierto: Prepará kaminda pa Señor, hasi kaminda korkobá règt pa E pasa.’"
MAT,Evangelio Segun Mateo,Mateo,NT,3,4,Huan tabata bisti paña trahá di lana di kamel i e tabatin un faha di kueru na su sintura. E tabata kome dalakochi i miel di abeha di mondi.
MAT,Evangelio Segun Mateo,Mateo,NT,3,5,"For di Herusalèm, for di henter e region di Hudea i for di henter e region rònt di riu di Yordan tur hende tabata bini serka dje."
MAT,Evangelio Segun Mateo,Mateo,NT,3,6,Nan tabata konfesá públikamente loke nan a hasi malu i e tabata batisá nan den riu di Yordan.
MAT,Evangelio Segun Mateo,Mateo,NT,3,7,"Ora Huan a mira ku hopi fariseo i saduseo tabata bini serka dje pa batisá, el a bisa nan: ‘Rasa di kolebra, ken a atvertí boso pa boso hui pa e huisio benidero di Dios?"
MAT,Evangelio Segun Mateo,Mateo,NT,3,8,Mihó boso produsí fruta adekuá pa mustra ku boso a kombertí.
MAT,Evangelio Segun Mateo,Mateo,NT,3,9,No pensa den boso mes ku boso ta skapa pasobra boso ta desendiente di Abraham. Ami ta bisa boso: Dios por traha desendiente pa Abraham for di e piedranan ku tin aki.
MAT,Evangelio Segun Mateo,Mateo,NT,3,10,Ya a pone machete kla na pia di e palunan pa kòrta tur palu ku no karga bon fruta tira afó den kandela.
MAT,Evangelio Segun Mateo,Mateo,NT,3,11,"Ami ta batisá boso ku awa ku mira riba boso kombershon, ma Esun ku ta bini despues di mi lo batisá boso ku Spiritu Santu i kandela. E ta mas importante ku mi; mi no ta sirbi ni pa kita su sandalia for di su pia!"
MAT,Evangelio Segun Mateo,Mateo,NT,3,12,"E tin e zefta pa bencha trigo kla den su man i lo E limpia su plenchi di bati trigo. Lo E hunta e trigo den mangasina, ma e bagas E ta kima den kandela ku no ta kaba nunka!’"
MAT,Evangelio Segun Mateo,Mateo,NT,3,13,Den e tempu ei Hesus a bini for di Galilea serka Huan na riu di Yordan pa Huan batis'É.
MAT,Evangelio Segun Mateo,Mateo,NT,3,14,"Huan ker a stòp E, p'esei el a bis'É: ‘Ta ami mester laga Abo batisá mi, anto Abo ta bini serka mi?’"
MAT,Evangelio Segun Mateo,Mateo,NT,3,15,"Ma Hesus a kontest'é: ‘Laga bai asina numa, pasobra ta di e forma akí nos mester kumpli ku tur loke ta boluntat di Dios.’ E ora ei Huan a batisá Hesus numa."
MAT,Evangelio Segun Mateo,Mateo,NT,3,16,"Nèt ora Hesus tabata sali for di awa, shelu a habri p'E i El a mira Spiritu di Dios a baha riba djE manera un palomba."
MAT,Evangelio Segun Mateo,Mateo,NT,3,17,A zona un stèm for di shelu: ‘E ta mi Yu stimá; E ta legria di mi kurason.’
MAT,Evangelio Segun Mateo,Mateo,NT,4,1,Spiritu di Dios a hiba Hesus den desierto pa diabel purba lag'É kai den tentashon.
MAT,Evangelio Segun Mateo,Mateo,NT,4,2,"Despues di a yuna kuarenta dia largu, Hesus a haña hamber."
MAT,Evangelio Segun Mateo,Mateo,NT,4,3,"E tentadó a bini serka djE i bis'É: ‘Si Bo ta Yu di Dios, manda e piedranan ei bira pan!’"
MAT,Evangelio Segun Mateo,Mateo,NT,4,4,Hesus a kontest'é: ‘Skritura ta bisa: “Hende no ta keda na bida dor di kome pan so; pa tur kos e ta dependé di palabra di Dios.” ’
MAT,Evangelio Segun Mateo,Mateo,NT,4,5,Despues diabel a bai e siudat santu kunÉ i a pon'É riba e punta di mas altu di tèmpel.
MAT,Evangelio Segun Mateo,Mateo,NT,4,6,"El a bisa Hesus: ‘Si Bo ta Yu di Dios, benta bo kurpa abou, pasobra tòg Skritura ta bisa: “Lo E duna su angelnan òrdu tokante Bo; nan lo karga Bo den nan man, pa Bo no dal bo pia kontra piedra.” ’"
MAT,Evangelio Segun Mateo,Mateo,NT,4,7,Hesus a kontest'é: ‘Ma Skritura ta bisa tambe: No pone Señor bo Dios na prueba.’
MAT,Evangelio Segun Mateo,Mateo,NT,4,8,Tambe diabel a bai ku Hesus riba un seru mashá altu mes kaminda el a mustr'É tur e reinonan di mundu den tur nan grandesa.
MAT,Evangelio Segun Mateo,Mateo,NT,4,9,"El a bisa Hesus: ‘Si Bo kai na rudia adorá mi, Bo ta haña tur e kosnan akí serka mi.’"
MAT,Evangelio Segun Mateo,Mateo,NT,4,10,"Hesus a kontest'é: ‘Kita for di mi bista, satanas! Pasobra Skritura ta bisa: “Señor, bo Dios, so bo mester adorá i t'E so bo mester sirbi.” ’"
MAT,Evangelio Segun Mateo,Mateo,NT,4,11,E ora ei diabel a bai lag'É i angelnan a bin sirbiÉ.
MAT,Evangelio Segun Mateo,Mateo,NT,4,12,"Ora Hesus a tende ku nan a entregá Huan i a koh'é prezu, El a retirá bai Galilea."
MAT,Evangelio Segun Mateo,Mateo,NT,4,13,"E no a keda Nazarèt, ma a bai biba na Kafárnao kant'i lago di Galilea, den region di Zebulon i Naftali."
MAT,Evangelio Segun Mateo,Mateo,NT,4,14,Asina e siguiente palabranan di profeta Isaías a keda kumplí:
MAT,Evangelio Segun Mateo,Mateo,NT,4,15,"‘Tera di Zebulon i Naftali, ruta kant'i laman, region n'e otro banda di Yordan, Galilea, distrito di pagano."
MAT,Evangelio Segun Mateo,Mateo,NT,4,16,"E pueblo ku tabata biba den tiniebla ta mira un lus grandi. Nan tabata biba den un tera ku skuridat profundo, pero un lus ta bria riba nan.’"
MAT,Evangelio Segun Mateo,Mateo,NT,4,17,"For di e momento ei Hesus a kuminsá proklamá: ‘Bira lomba pa piká, pasobra reino di shelu ta serka.’"
MAT,Evangelio Segun Mateo,Mateo,NT,4,18,"Hesus tabata kana un bia kantu di lago di Galilea. El a mira dos ruman piskadó, esta Simon, tambe yamá Pedro, i Andreas. Nan tabata tira reda den lago."
MAT,Evangelio Segun Mateo,Mateo,NT,4,19,Hesus a bisa nan: ‘Sigui Mi i Mi ta hasi boso piskadó di hende.’
MAT,Evangelio Segun Mateo,Mateo,NT,4,20,"Nan no a pèrdè pa gana, mesora nan a laga nan reda para siguiÉ."
MAT,Evangelio Segun Mateo,Mateo,NT,4,21,"Hesus a sigui kana un poko mas leu i a mira dos otro ruman, Hakobo i Huan, yu di Zebedeo. Nan tabata sintá den boto ta prepará nan reda huntu ku nan tata. Hesus a yama nan i a bisa nan siguiÉ."
MAT,Evangelio Segun Mateo,Mateo,NT,4,22,Mesora nan a bandoná e boto i nan tata Zebedeo pa sigui Hesus.
MAT,Evangelio Segun Mateo,Mateo,NT,4,23,"Hesus a biaha rònt Galilea. E tabata duna siñansa den nan snoa, prediká e bon notisia tokante e reino i kura tur enfermedat i malesa ku e pueblo tabatin."
MAT,Evangelio Segun Mateo,Mateo,NT,4,24,"Su fama a plama rònt Siria; nan tabata trese tur hende malu serka djE, tur ku tabata sufri di kualke enfermedat, ku tabata poseé pa demoño, ku tabata kai djimpi i hende ku tabata lam, i E tabata kura nan."
MAT,Evangelio Segun Mateo,Mateo,NT,4,25,"Mashá hopi hende di Galilea, Dekápolis, Herusalèm, Hudea i e region na otro banda di Yordan tabata sigui Hesus."
MAT,Evangelio Segun Mateo,Mateo,NT,5,1,"Ora Hesus a mira e multitut akí, El a subi seru kai sinta. E ora ei su disipelnan a bini serka djE."
MAT,Evangelio Segun Mateo,Mateo,NT,5,2,El a tuma palabra i siña nan:
MAT,Evangelio Segun Mateo,Mateo,NT,5,3,‘Felis esnan humilde di kurason; reino di shelu ta pa nan.
MAT,Evangelio Segun Mateo,Mateo,NT,5,4,Felis esnan ku ta tristu; Dios lo konsolá nan.
MAT,Evangelio Segun Mateo,Mateo,NT,5,5,Felis esnan mansu di kurason; nan lo haña mundu komo propiedat.
MAT,Evangelio Segun Mateo,Mateo,NT,5,6,Felis esnan ku hamber i set pa hustisia; Dios lo satisfasé nan.
MAT,Evangelio Segun Mateo,Mateo,NT,5,7,Felis esnan ku tene mizerikòrdia ku otro hende; Dios lo tene mizerikòrdia ku nan.
MAT,Evangelio Segun Mateo,Mateo,NT,5,8,Felis esnan kurason limpi; nan lo mira Dios.
MAT,Evangelio Segun Mateo,Mateo,NT,5,9,Felis esnan ku ta trese pas; Dios lo yama nan su yu.
MAT,Evangelio Segun Mateo,Mateo,NT,5,10,Felis esnan ku sufri persekushon pa motibu ku nan ta kumpli ku boluntat di Dios; reino di shelu ta pa nan.
MAT,Evangelio Segun Mateo,Mateo,NT,5,11,"Felis boso ta ora hende zundra boso, persiguí boso i gaña tur sorto di kos malu riba boso pa mi motibu."
MAT,Evangelio Segun Mateo,Mateo,NT,5,12,"Alegrá boso i keda kontentu; den shelu tin un rekompensa grandi pa boso. No ta asina mes nan a trata e profetanan, promé ku boso tempu?"
MAT,Evangelio Segun Mateo,Mateo,NT,5,13,"Boso ta salu pa mundu. Si salu pèrdè su stansha, kiko lo dun'é su stansha bèk? E no ta sirbi pa nada mas ku pa tira afó; hende ku pasa por trap'é numa."
MAT,Evangelio Segun Mateo,Mateo,NT,5,14,Boso ta lus pa mundu. No ta posibel skonde un siudat situá riba un seru.
MAT,Evangelio Segun Mateo,Mateo,NT,5,15,"Niun hende no ta sende un lampi pa despues pon'é bou di un hèmber, ma ta pon'é riba un standart pa lusa tur hende den kas."
MAT,Evangelio Segun Mateo,Mateo,NT,5,16,"Meskos asina, boso mester laga boso lampi bria pa otro hende, pa nan mira boso bon obranan i alabá boso Tata den shelu."
MAT,Evangelio Segun Mateo,Mateo,NT,5,17,"No pensa ku Mi a bin pone un fin na siñansa di e bukinan di lei i di e profetanan, al kontrario Mi a bini pa asina Mi laga nan nifikashon berdadero sali na kla."
MAT,Evangelio Segun Mateo,Mateo,NT,5,18,"Mi ta sigurá boso: Promé ku shelu i tera pasa bai, niun lèter chikí ni niun pida di un lèter di e lei lo no pasa bai, promé ku tur kos sosodé."
MAT,Evangelio Segun Mateo,Mateo,NT,5,19,"P'esei antó, si un hende no mantené asta un di e mandamentunan di ménos importansia na vigor i e siña otro hende hasi mesun kos, lo e ta di ménos importansia den reino di shelu. Pero esun ku kumpli ku nan i siña otro hende kumpli ku nan, lo e ta importante den reino di shelu."
MAT,Evangelio Segun Mateo,Mateo,NT,5,20,"Ami ta bisa boso: Si boso no kumpli ku lei hopi mas mihó ku e fariseo- i dòktornan di lei, boso no ta drenta reino di shelu."
MAT,Evangelio Segun Mateo,Mateo,NT,5,21,Boso a tende ku a bisa boso antepasadonan: “No mata. Mester hiba ken ku kometé asesinato dilanti di korte.”
MAT,Evangelio Segun Mateo,Mateo,NT,5,22,"Ma Ami ta bisa boso: Mester hiba tur hende ku rabia ku su ruman dilanti di korte. Es ku yama su ruman kabes duru, mester duna kuenta na sanhedrin, e korte supremo. Es ku yama su ruman idiot mester paga p'esei den kandela di fièrnu."
MAT,Evangelio Segun Mateo,Mateo,NT,5,23,"P'esei antó, si bo ta bai hiba bo ofrenda altá i bo kòrda einan ku bo ruman tin algu kontra bo,"
MAT,Evangelio Segun Mateo,Mateo,NT,5,24,laga bo ofrenda para dilanti di altá. Bai hasi bon ku bo ruman promé i despues bini bèk bin hasi bo ofrenda.
MAT,Evangelio Segun Mateo,Mateo,NT,5,25,"Regla kuenta lihé ku esun ku tin un keho kontra bo, miéntras bo ta na kaminda ainda pa korte, pa e no hiba bo dilanti di hues. Hues lo entregá bo den man di guardia ku lo tira bo den prizòn."
MAT,Evangelio Segun Mateo,Mateo,NT,5,26,Mi ta sigurá bo: Lo bo no sali for di eiden promé ku bo kaba di paga e delaster sèn chikí.
MAT,Evangelio Segun Mateo,Mateo,NT,5,27,Boso a tende ku a bisa: “No kometé adulterio.”
MAT,Evangelio Segun Mateo,Mateo,NT,5,28,"Ma Ami ta bisa boso: Ken ku fiha su bista riba un muhé ku deseo, ya a kometé adulterio den su kurason kaba."
MAT,Evangelio Segun Mateo,Mateo,NT,5,29,"Si bo wowo drechi pone bo kai den piká, sak'é tira afó. Pasobra mihó bo pèrdè un parti di bo kurpa, ku henter bo kurpa bai tirá den fièrnu."
MAT,Evangelio Segun Mateo,Mateo,NT,5,30,"Si bo man drechi pone bo kai den piká, kòrt'é tira afó. Pasobra mihó bo pèrdè un parti di bo kurpa ku henter bo kurpa bai tirá afó den fièrnu."
MAT,Evangelio Segun Mateo,Mateo,NT,5,31,A bisa: “Esun ku divorsiá di su kasá mester dun'é un papel di divorsio.”
MAT,Evangelio Segun Mateo,Mateo,NT,5,32,"Ma Ami ta bisa boso: Ken ku divorsiá su señora, si no ta pa motibu di inmoralidat seksual, ta pone su señora kometé adulterio si e señora kasa atrobe. Es ku kasa ku e señora divorsiá tambe ta kometé adulterio."
MAT,Evangelio Segun Mateo,Mateo,NT,5,33,Tambe boso a tende ku a bisa: “No kibra e huramentu ku bo a hasi; kumpli ku bo promesanan na Señor.”
MAT,Evangelio Segun Mateo,Mateo,NT,5,34,"Ma Ami ta bisa boso: No hura mes pa ningun motibu. Ni pa shelu, pasobra shelu ta trono di Dios;"
MAT,Evangelio Segun Mateo,Mateo,NT,5,35,"ni pa tera, pasobra tera ta un banki di pone pia pa Dios; ni pa Herusalèm, pasobra esei ta siudat di e gran rei."
MAT,Evangelio Segun Mateo,Mateo,NT,5,36,No hura pa bo mes kabes; bo no por hasi niun drachi di kabei pretu òf blanku.
MAT,Evangelio Segun Mateo,Mateo,NT,5,37,Laga bo sí ta sí i bo nò ta nò. Tur loke bo pone aserka ta bini di e malbado.
MAT,Evangelio Segun Mateo,Mateo,NT,5,38,"Boso a tende ku a bisa: “Wowo pa wowo, djente pa djente.”"
MAT,Evangelio Segun Mateo,Mateo,NT,5,39,"Ma Ami ta bisa boso: No pleita un kaso di inhustisia. Ken ku dal bo na banda drechi di bo kara, bira bo otro band'i kara i lag'é dal bo ei tambe."
MAT,Evangelio Segun Mateo,Mateo,NT,5,40,"I si un hende hiba bo dilanti di korte pa e haña bo paña, lag'é bai ku bo mantel tambe."
MAT,Evangelio Segun Mateo,Mateo,NT,5,41,"Si kualke hende fòrsa bo bai un mia kuné, bai dos."
MAT,Evangelio Segun Mateo,Mateo,NT,5,42,"Esun ku pidi bo algu, dun'é i esun ku ke fia algu serka bo, fi'é."
MAT,Evangelio Segun Mateo,Mateo,NT,5,43,Boso a tende ku a bisa: “Stima bo próhimo i odia bo enemigu.”
MAT,Evangelio Segun Mateo,Mateo,NT,5,44,Ma Ami ta bisa boso: Stima boso enemigunan i resa pa esnan ku ta persiguí boso.
MAT,Evangelio Segun Mateo,Mateo,NT,5,45,"E ora ei boso lo bira yu di boso Tata den shelu, pasobra E ta laga su solo sali tantu riba mal hende komo riba bon hende i ta laga awa kai tantu riba hende hustu komo riba hende inhustu."
MAT,Evangelio Segun Mateo,Mateo,NT,5,46,"Pasobra si bo ta stima solamente esnan ku ta stima bo, kua rekompensa bo por spera e ora ei? E kobradónan di belasting n' ta hasi meskos?"
MAT,Evangelio Segun Mateo,Mateo,NT,5,47,"I si ta bo ruman so bo ta kumindá, kiko spesial bo ta hasiendo? Akaso paganonan n' ta hasi meskos?"
MAT,Evangelio Segun Mateo,Mateo,NT,5,48,"Sea perfekto antó, manera boso Tata den shelu."
MAT,Evangelio Segun Mateo,Mateo,NT,6,1,Tene kuidou boso no kumpli ku boso obligashonnan religioso públikamente djis pa hende mira. Sino boso lo no haña rekompensa di boso Tata ku ta den shelu.
MAT,Evangelio Segun Mateo,Mateo,NT,6,2,"Ora bo ta duna esnan den nesesidat algu, no kana bende grandi pa tur hende mira, manera e hipókritanan ta kana hasi riba kaya i den snoa. Nan ta hasi asina pa hende gaba nan. Mi ta sigurá boso: Ya nan a haña nan pago kaba."
MAT,Evangelio Segun Mateo,Mateo,NT,6,3,"Ma abo, ora bo ta duna esnan ku ta den nesesidat algu, no laga bo man robes sa kiko bo man drechi ta hasi."
MAT,Evangelio Segun Mateo,Mateo,NT,6,4,Asina bo dunamentu ta keda sekreto i bo Tata ku ta mira loke ta sekreto lo rekompensá bo.
MAT,Evangelio Segun Mateo,Mateo,NT,6,5,"Ora boso ta resa, no resa manera e hipókritanan; nan gusta para resa den snoa i na skina di kaya pa hende mira nan. Mi ta sigurá boso: Ya nan a haña nan pago kaba."
MAT,Evangelio Segun Mateo,Mateo,NT,6,6,"Ma abo, ora bo ta bai resa, drenta bo kamber sera porta i resa na bo Tata, ku ta den e lugá sekreto akí, i bo Tata ku ta mira loke bo ta hasi den skondí lo rekompensá bo."
MAT,Evangelio Segun Mateo,Mateo,NT,6,7,"Anto ora boso ta resa, no resa ku un lawina di palabra manera pagano; nan ta kere ku Dios ta skucha nan, pasobra nan ta resa ku hopi palabra."
MAT,Evangelio Segun Mateo,Mateo,NT,6,8,"No hasi antó manera nan, pasobra boso Tata sa loke boso mester, promé ku boso pidiÉ."
MAT,Evangelio Segun Mateo,Mateo,NT,6,9,"Resa antó di e forma akí: Nos Tata, ku ta na shelu, bo nòmber sea santifiká;"
MAT,Evangelio Segun Mateo,Mateo,NT,6,10,laga bo reino bini; bo boluntat sea hasí na tera meskos ku na shelu.
MAT,Evangelio Segun Mateo,Mateo,NT,6,11,Duna nos awe nos pan di kada dia;
MAT,Evangelio Segun Mateo,Mateo,NT,6,12,i pordoná nos nos faltanan meskos ku nos ta pordoná esnan ku a falta ku nos;
MAT,Evangelio Segun Mateo,Mateo,NT,6,13,"i no laga nos kai den tentashon, ma libra nos di e malbado. [Pasobra di Bo e reino ta, tur poder i gloria, te den eternidat. Amèn.]"
MAT,Evangelio Segun Mateo,Mateo,NT,6,14,"Si boso pordoná hende nan faltanan, boso Tata ku ta den shelu tambe lo pordoná boso."
MAT,Evangelio Segun Mateo,Mateo,NT,6,15,"Ma si boso no pordoná otro hende nan faltanan, boso Tata tampoko no ta pordoná boso faltanan."
MAT,Evangelio Segun Mateo,Mateo,NT,6,16,"Ora boso ta yuna, no traha kara fèrdrit manera e hipókritanan; nan ta hasi nan kara mahos pa hende mira ku nan ta yuna. Mi ta sigurá boso: Ya nan a haña nan pago kaba."
MAT,Evangelio Segun Mateo,Mateo,NT,6,17,"Ma abo, ora bo ta yuna, laba kara i peña kabei"
MAT,Evangelio Segun Mateo,Mateo,NT,6,18,"pa asina hende no ripará ku bo ta yuna. Solamente bo Tata, ku ta den skondí, lo mira; i bo Tata ku ta mira loke bo ta hasí na skondí, lo rekompensá bo."
MAT,Evangelio Segun Mateo,Mateo,NT,6,19,No montoná rikesa riba mundu kaminda mòt i frus ta kome nan i ladron ta kibra drenta hòrta nan.
MAT,Evangelio Segun Mateo,Mateo,NT,6,20,"Montoná rikesa den shelu, einan ni mòt ni frus no por kaba ku nan, ni ladron no por kibra drenta hòrta nan."
MAT,Evangelio Segun Mateo,Mateo,NT,6,21,"Pasobra kaminda bo rikesa ta, einan bo kurason tambe ta."
MAT,Evangelio Segun Mateo,Mateo,NT,6,22,"Wowo ta un lampi pa kurpa; ke men si bo wowo ta salú, henter bo kurpa ta yená ku lus."
